origin,pointers,origin_length,game_order,text_original,text_trans_dialogwidth,text_trans_bookwidth,text_trans_printwidth,notes_alts,,,,,,,,,,,,,,,,,,,,,,
0x0E0307E8,0x0E0312C4,60,3544,フンッだ。{nl}あたし、ちゃんと思い出を{nl}全部おぼえてるもん！！{np},"That's baloney!
My memory is just fine!!{np}",,,"That's baloney!
I can remember things
just fine!!{np}",,,,,,,,,,,,,,,,,,,,,,
0x0E030824,0x0E0312CC,60,3545,ガーッハハハハハハハッ！！{nl}おかしいったらありゃせん{nl}のう。{np},"Gah-hahahahahahahaha!
Don't make me laugh!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E030860,0x0E0312D0,47,3546,おまえが大切ないい思い出を{nl}おぼえているのは、{np},"Alllll your important
memories are right HERE,
in {MOMOMO}LAND!{np}",,,"* capitalize {momomo} if possible, and LAND if so",,,,,,,,,,,,,,,,,,,,,,
0x0E030890,0x0E0312D4,37,3547,み〜んなこの{momo}ランド{nl}にいるからだ。{np},"If you remember them so
well, what are they doing
here, huh?{np}",,,"If you remember them so
well, what are they doing
here, huh? Don't you think",,,,,,,,,,,,,,,,,,,,,,
0x0E0308B8,0x0E0312D8,61,3548,げんじつの世界のおまえと{nl}きたらどうかのう。{np}{nl}ん？　どうだ？{np},"Ever think of
bringing them with you,
to the World of Reality?{np}{clr}Ever cross your mind??{np}",,,"you might have considered
bringing them with you,
to the World of Reality?",,,,,,,,,,,,,,,,,,,,,,
0x0E0308F8,0x0E0312E0,6,3549,う…{np},I...{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E030900,0x0E0312E4,22,3550,ガーッハハハハハッ！{np},GAAAH-hahahahaha!{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E030918,0x0E0312E8,58,3551,じゅくだの、宿題だの、{nl}ゲームだ、学校だと{nl}いそがしくて、{np},"You've been so busy growing
up, doing homework, playing
games, going to school...{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E030954,0x0E0312EC,55,3552,むかしのことなぞ考えている{nl}ヒマなんてないではないか。{np},"You don't have time to sit
around reminiscing about
the past!{np}",,,"When's the last time you
sat around reminiscing
about your past??",,,,,,,,,,,,,,,,,,,,,,
0x0E03098C,0x0E0312F0,58,3553,そこの{nl}ジュディのことだって、{nl}クマ公のムクのことだって、{np},"Your Judy doll, your little
bear Barry...{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0309C8,0x0E0312F4,66,3554,鉄クズのガンボットも、{nl}{momo}一号のことも、{nl}半分わすれとったクセに！{np},"That scrap heap Gunbot,
{momomo}-01, you couldn't
even remember half of them!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E030A0C,0x0E0312F8,10,3555,うう……{np},I... I....{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E030A18,0x0E0312FC,68,3556,現実に帰ったら、おまえは{nl}思い出をぜ〜んぶ、キレイ{nl}さっぱり失って、{np},"The minute you go back every
last one of these memories
will be gone forever!{np}",,,"The second you return to
reality, POOF! All these memories
will be gone forever.",,,,,,,,,,,,,,,,,,,,,,
0x0E030A5C,0x0E031300,70,3557,ここにいるなかまのこと{nl}なんか、ちぃ〜とも思い出さ{nl}なくなるだろうよ。{np},"Your little friends here?
You'll forget all
about 'em.{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E030AA4,0x0E031304,78,3558,なにしろ、思い出はどんどん{nl}どんどん食べられて、なく{nl}なっているのだからのう。{np},"All because your memories
are being gobbled up, one...{np}
by one...{np} by one.{np}",,,"All because your memories
are being eaten up, bit...
by bit... by bit.{np}",,,,,,,,,,,,,,,,,,,,,,
0x0E030AF4,0x0E0314C8,8,3559,………{np},......{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E030AFC,0x0E0314D4,43,3560,ハクサイだいまおう様に{nl}さからったバツだ。{np},"That, little girl, is what
you get for opposing our
Dark Lord Cabbage!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E030B28,0x0E0314D8,56,3561,ま、歯向かうこと自体、{nl}５６億７千万年早いんだが{nl}のう。{np},"You're in wayyyy over your
head, here, kid.{np}",,,"And you will never in
5.67 billion years
be able to strike back.",,,,,,,,,,,,,,,,,,,,,,
0x0E030B60,0x0E0314DC,72,3562,ここのことなんざどうだって{nl}いいから、おまえはさっさと{nl}げんじつに帰れ！{np},"Why don't you run on back
to the World of Reality
where you belong?!{np}",,,* killed awk previous line to make space for this too-long one to be split,,,,,,,,,,,,,,,,,,,,,,
0x0E030BA8,0x0E0314F0,54,3563,うるさい！{nl}うるさいうるさーーーい！！{nl}{baku}を返せッ！！{np},"Shut... up! SHUT UP!
GIVE {DOGGIE} BACK!!!{np}",,,* capitalize {doggie} if possible,,,,,,,,,,,,,,,,,,,,,,
0x0E030BE0,0x0E0314F8,20,3564,ンッべえェ〜〜ッ！{np},Pthththhththbt!!!{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E030BF4,0x0E031500,33,3565,こいつは{nl}オレ様がもらっておく。{np},"I'll be taking this one,
thank you!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E030C18,0x0E031504,49,3566,中々かしこいようだし、{nl}役にたちそうではないか。{np},"He seems fairly clever,
I'm certain we can find
some use for him...{np}",,,"He seems fairly clever,
I bet we can put him
to good use!",,,,,,,,,,,,,,,,,,,,,,
0x0E030C4C,0x0E031508,51,3567,だいまおう様のめし使いに{nl}ちょうどよいではないか。{np},"In fact, I think he'd make
a fine servant for our
Dark Lord Cabbage!{np}",,,"In fact, I think he'd make
a fitting servant for our
Dark Lord Cabbage.",,,,,,,,,,,,,,,,,,,,,,
0x0E030C80,0x0E03150C,16,3568,のう、ワン公。{np},"Isn't that right, mutt?{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E030C90,0x0E031510,26,3569,召使いにはワシがなろう。{nl},"...Take me, instead!{np}
I'll do whatever you want,
just let {doggie} go!{np}",,,"Take me, instead.
I'll be the servant.
Just give back {doggie}!{np}",,,,,,,,,,,,,,,,,,,,,,
0x0E030CAC,0x0E031514,27,3570,だから、{baku}を返して{nl}くれ。{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E030CC8,0x0E031518,14,3571,キャプテン！{np},Captain!{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E030CD8,0x0E03151C,46,3572,フンッ！{np}おまえなんか、{nl}ヨボヨボじゃねえか。{np},"Bah!{np} A tired old bag
of bones like you?!{np}",,,"Bah!{np} A tired old bag
of bones like you?!",,,,,,,,,,,,,,,,,,,,,,
0x0E030D08,0x0E031520,60,3573,こいつはまだ子犬だし、時間{nl}がたてば{momo}のことも{nl}わすれるさ。{np},"This one is a puppy yet...
in time, he will forget
all about {momomo}.{np}",,,"No, this one is still a
puppy... in time, it will
forget all about {momomo}.{np}",,,,,,,,,,,,,,,,,,,,,,
0x0E030D44,0x0E031524,53,3574,おまえなんかとこうかんな{nl}んて、ぜ〜んぜんダメだな。{np},"No, I think not to this
little exchange.{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E030D7C,0x0E031718,14,3575,{baku}を返せッ！{np},LET... {DOGGIE}... GO!{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E030D8C,0x0E031734,20,3576,セロリ・ブレード！{np},Celeryyyyyy Blaaaaade!!{np},,,CELERY BLADE!!!,,,,,,,,,,,,,,,,,,,,,,
0x0E030DA0,0x0E031748,47,3577,キャァァァ〜〜ッッ！！{nl}野菜くさ〜ッッッ！！！{np},Gehhhhhh! It... stinks!!!{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E030DD0,0x0E031900,28,3578,ガーッハハハハハハハッ！！{np},GAAAA-hahahahahaha!{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E030DEC,0x0E031914,58,3579,なんで……。{nl}どうしてあたしに{nl}そんなひどいことをするの！{np},"Why? Why are you doing
this to us??{np}",,,"Why? Why would you do
something like this to me??{np}",,,,,,,,,,,,,,,,,,,,,,
0x0E030E28,0x0E03191C,58,3580,ハクサイだいまおうは、{nl}あたしになんのウラミが{nl}あるの！！{np},"What does the Dark Lord
Cabbage have against me?!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E030E64,0x0E031948,34,3581,待って！{nl}{baku}を、{nl}{baku}を返してッ！！{np},"W-wait! Come back here
with {doggie}!{np}
Give {doggie} back!!!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E031958,0x0E032070,8,3582,！！{nl}{nl}{np},!!{nl}{nl}{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E031960,0x0E032084,22,3583,{momo}ちゃん、あぶない！{np},"{momomo}, look out!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E031978,0x0E0320AC,14,3584,イタイッ！！{np},Owwwww!!{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E031988,0x0E0320B0,8,3585,ムク！{np},Barry!{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E031990,0x0E0322A4,35,3586,イタイよ〜ッ！！{nl}イタイよ〜ッ！！{np},"It hurrrts....
It huuuuurrrrttsss!!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0319B4,0x0E0322B0,37,3587,ムク、あたしのために、{nl}ゴメンね……{np},"You... got hurt trying to
help me, Barry...
I'm sorry...{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0319DC,0x0E0322B8,20,3588,ボク、役に立った？{np},Did... Did I help?{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0319F0,0x0E0322BC;0x0E0324A8,10,3589,ムク……{np},Barry...{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0319FC,0x0E0322C8,30,3590,うん……。{nl}ムク、ありがとう！,"Of course you did...
Thank you, Barry!",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E031A1C,0x0E0322CC;0x0E0326DC;0x0E0338C4,2,3591,{np},{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E031A20,0x0E0322D0,56,3592,ボクはだいじょうぶだモン。{nl}だから、{baku}を助けて{nl}上げて。{np},"Don't worry about me...
I'll be okay! It's {doggie}
who needs our help!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E031A58,0x0E032488,51,3593,わかってる。だけど、ムクの{nl}手当てをしないと……。{np},"I know... but, Barry,
we have to do something
about your leg...{np}",,,"I know... but, Barry,
we have to tend to
that leg...{np}",,,,,,,,,,,,,,,,,,,,,,
0x0E031A8C,0x0E032494,39,3594,おじいちゃんの所に{nl}連れてってあげる。{np},"Let me take you to
Grandpa's house.{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E031AB4,0x0E0324A0,28,3595,ボク、強いコになったモン。{np},Barry... is a brave bear!{np},,,"Barry... has become
a strong bear now!",,,,,,,,,,,,,,,,,,,,,,
0x0E031AD0,0x0E0324A4,58,3596,だから一人で、{momo}{nl}ちゃんのおじいちゃんの所に{nl}行けるモン。{np},"I can get to {momomo}'s
Grandpa's all by myself!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E031B0C,0x0E0324AC,51,3598,ムク、成長したである！{nl}りっぱなたいどであるゾ！！{np},"My, Barry, what a noble,
exemplary act!
You have truly grown up.{np}",,,"My, Barry, what an
exemplary attitude!
You truly have grown up.{np}",,,,,,,,,,,,,,,,,,,,,,
0x0E031B40,0x0E0324B0,33,3599,ホントに、{nl}一人でだいじょうぶ？{np},"Are you absolutely sure
you're okay to go alone?{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E031B64,0x0E0324C0,33,3600,ウン、平気だモン。{nl}イタタタ……{np},"Yeah... I can do it.
*wince*{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E031B88,0x0E0324C4,45,3601,ムリしちゃって……。{nl}強がることないのに……{np},"Don't push yourself...
You don't have to be
a hero, Barry!{np}",,,"Don't push yourself, Barry!
You don't have to put on a
brave face...",,,,,,,,,,,,,,,,,,,,,,
0x0E031BB8,0x0E0324C8,10,3602,ううん。{np},I know...{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E031BC4,0x0E0324CC,56,3603,ムク、{momo}ちゃんたちの{nl}足手まといにはなりたくない{nl}モン。{np},"But {doggie} needs you now.
And Barry would just
slow you down.{np}",,,"Barry doesn't want to slow
{momomo} down...",,,,,,,,,,,,,,,,,,,,,,
0x0E031BFC,0x0E0324D0,45,3604,だから、{baku}を助けに{nl}行ってあげてほしいモン。{np},"Please, I want you to go
help {doggie}.{np}",,,"I want you to go rescue
{doggie}, you have to go
without me!",,,,,,,,,,,,,,,,,,,,,,
0x0E031C2C,0x0E0324D4,48,3605,どうしよう……。{nl}キャプテン、{np}クロックさん……{np},"Captain?{np} Mr. Clock?{np}
What do you think?{np}",,,"Captain?{np} Mr. Clock?{np}
What should we do?{np}",,,,,,,,,,,,,,,,,,,,,,
0x0E031C5C,0x0E032698,78,3606,ここで時間をムダにしている{nl}と、せっかくのムクの気持ち{nl}がムダになるであるぞ！{np},"By wasting time, we are also
wasting the valor that
Barry has shown here today!{np}",,,"Wasting our time here only
wastes Barry's valorous
act!",,,,,,,,,,,,,,,,,,,,,,
0x0E031CAC,0x0E0326B8,64,3607,ちょっとオジサン、アンタ{nl}あいかわらず時間にうるさ{nl}いわねえ！？{np},"Wait, you can't seriously be
turning THIS into another
one of your time sermons?!{np}",,,"Seriously, old man?! You're
gonna make this about the
TIME just like always?",,,,,,,,,,,,,,,,,,,,,,
0x0E031CEC,0x0E0326BC,56,3608,でも、ちょっとは{nl}ウルサくなくなったんじゃ{nl}なかったの？{np},"Okay, fine, a LITTLE less
preachy than usual, but
still...{np}",,,"Although, I guess you're
a LITTLE less sanctimonious
than usual...",,,,,,,,,,,,,,,,,,,,,,
0x0E031D24,0x0E0326C4,70,3609,時と場合によるであろう。{nl}{baku}を助けたいなら、{nl}イッコクを争うのじゃぞ！{np},"All depending on the time
and place! But {doggie} is
in trouble...{np}
{clr}And it is a race against
time to save him!{np}",,,"* Made this two lines, hopefully it doesn't break",,,,,,,,,,,,,,,,,,,,,,
0x0E031D6C,0x0E0326C8,82,3610,そうだね……。じゃあムク、{nl}おじいちゃんの所に行って、{nl}ケガをなおしてもらってね。{np},"You're right... Barry, I
want you to go straight to
Grandpa's.{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E031DC0,0x0E0326CC,26,3611,そして、そこで待ってて。{np},"He'll take care of that leg,
and afterwards, just wait
there for us, OK?{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E031DDC,0x0E0326D0,68,3612,ウン。{momo}ちゃん、{nl}ぜったいにおじいちゃんの{nl}小屋にもどってくるよね。{np},"Okay, {momomo}. You'll
definitely come back
to Grandpa's house after?{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E031E20,0x0E0326D8,21,3613,うん、やくそくする。,It's a promise!,,,It's a promise.,,,,,,,,,,,,,,,,,,,,,,
0x0E0326E8,0x0E033218,56,3615,でも、{nl}{baku}をさらったキャベツ{nl}とハクサイだいまおうが……{np},"But {momomo}... we still
don't know where The Big
Cabbage went...{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E032720,0x0E033224,41,3616,ドコにいるのか{nl}わかんないじゃない……。{np},"Or where the Dark Lord
Cabbage is, for that
matter...{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E03274C,0x0E033228,43,3617,それじゃ、ジュディたち何を{nl}したらいいの？{np},"Is there any way
we can help?{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E032778,0x0E033238,9,3618,お願い！,I wish!,,,,,,,,,,,,,,,,,,,,,,,,,
0x0E032784,0x0E03323C,14,3619,　{baku}を……、{nl},  I wish... ,,,,,,,,,,,,,,,,,,,,,,,,,
0x0E032794,0x0E033240,17,3620,{baku}を返してッ！！,for{nl}{doggie} back... please!,,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0327A8,0x0E03324C,16,3621,どうして……。{np},Nothing...{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0327B8,0x0E033250,12,3622,{momo}ちゃん。{np},{momomo}...{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0327C4,0x0E0333FC,62,3623,フラワーブレスの力は、{nl}ハクサイだいまおうよりも{nl}弱いんだよ。{np},"You know that the Dark Lord
Cabbage's power is greater
than that of the Bracelet.{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E032804,0x0E033400,31,3624,おじいちゃんも{nl}言ってたろう？{np},"Grandpa said so, right?{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E032824,0x0E033404,74,3625,どうやら、キャベツのヤツは{nl}いっしゅんでいどうできる力{nl}があるらしいから、{np},"It looks like the Cabbages
have the power to move
anywhere in an instant...{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E032870,0x0E033408,45,3626,ハクサイだいまおうから{nl}{baku}を取り返すことは…{np},"So... getting {doggie} back
from Dark Lord Cabbage
isn't gonna be...{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0328A0,0x0E03340C,53,3627,……取り返すことは、フラ{nl}ワーブレスにはできないよ。{np},"...I just don't think the
Flower Bracelet can do it,
that's all.{np}",,,"...I just don't think the
Flower Bracelet has that
power.{np}",,,,,,,,,,,,,,,,,,,,,,
0x0E0328D8,0x0E03341C,31,3628,じゃあ、{nl}どうすればいいの……{np},But then how???{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0328F8,0x0E033448,55,3629,{momo}ちゃん、{np}{nl}ジュディのこと、{nl}わすれてくれてもいいよ。{np},"{momomo}...{np}
It's... it's okay if you
forget about Judy...{np}",,,"{momomo}...{np}
It's... okay. I don't mind
if you forget about Judy...{np}",,,,,,,,,,,,,,,,,,,,,,
0x0E032930,0x0E033454,28,3630,げんじつの世界に、帰ろう。{np},"You can go back to the
World of Reality...{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E03294C,0x0E03345C,10,3631,……ッ！{np},....?!{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E032958,0x0E033460,31,3632,{momo}ちゃん、{nl}今まで楽しかった。{np},"We had a lot of fun
together, {momomo}!{np}",,,"We had a lot of fun
together, {momomo}!",,,,,,,,,,,,,,,,,,,,,,
0x0E032978,0x0E033464,35,3633,{momo}ちゃんにわすれ{nl}られるのは…さ、{np},"The thought of {momomo}
forgetting Judy,
it's, well...{np}",,,"Being forgotten...
it's, well...{np}",,,,,,,,,,,,,,,,,,,,,,
0x0E03299C,0x0E03346C,28,3634,…ちょっぴりさみしいけど…{np},"...it's a little
sad, but...{np}",,,"... it's a little
sad to think of, but...{np}",,,,,,,,,,,,,,,,,,,,,,
0x0E0329B8,0x0E033470,70,3635,ま、ジュディたちには{nl}ジュディたちの世界があるし{nl}なんとか幸せだもん。{np},"Judy and the rest, we'll
still have this world,
right? That's something...{np}",,,"Well, it's a comfort knowing
we still have our world,
here...",,,,,,,,,,,,,,,,,,,,,,
0x0E032A00,0x0E033474,64,3636,{momo}ちゃんは、{nl}げんじつの、パパとママの{nl}待っている世界に帰って。{np},"{momomo}, you should go back
to Reality, where Mama and
Papa are waiting for you.{np}",,,"{momomo}, you can go back
to that world where your
mama and papa are waiting...",,,,,,,,,,,,,,,,,,,,,,
0x0E032A40,0x0E033634,43,3637,クエー…できるかぎりのこと{nl}はしたグア…。{np},"Waaaaaak...
So this is it...{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E032A6C,0x0E033638,33,3638,仕方ないじゃない{nl}グエ…クエー…{np},"The end of the road...
HONK!... HONK!....{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E032A90,0x0E033648,10,3639,でも……{np},But...{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E032A9C,0x0E03364C,60,3640,ここであきらめたら、{nl}みんなのこと……{nl}みんなのこと…………{np},"If I give up now,
I'll... I'll...{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E032AD8,0x0E033650,49,3641,……もう、思い出せなく{nl}なっちゃうんだよ………。{np},"I'll lose all my memories!
I'll lose all of you!{np}",,,I'll lose all of you!,,,,,,,,,,,,,,,,,,,,,,
0x0E032B0C,0x0E033654,14,3642,{baku}だって……{np},And {doggie}...{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E032B1C,0x0E033658,22,3643,そんなの、できない！{np},I won't let that happen!{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E032B34,0x0E03365C,47,3644,みんなのことをわすれること{nl}なんてできないし、{np},"I won't forget about
all of you,{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E032B64,0x0E033660,39,3645,{baku}をおいて帰ること{nl}なんてできない！！{np},"and I'm not going back
without {doggie}!!!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E032B8C,0x0E033664,62,3646,第一、あたしのことを助けて{nl}ケガしたムクにもうしわけな{nl}いよ！{np},"Most of all, I won't let
down Barry, who threw him-
self in harm's way for me!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E032BCC,0x0E033668,74,3647,あたし、ここで帰ったら、{nl}ムクとのやくそくをやぶる{nl}ことになっちゃうもん。{np},"Giving up now would mean
breaking my promise
to Barry...{np}",,,"Going back now would mean
breaking my promise to him.{np}",,,,,,,,,,,,,,,,,,,,,,
0x0E032C18,0x0E03366C,18,3648,そんなのヤダ！！{np},I won't do it!{np},,,I'm not doing that!{np},,,,,,,,,,,,,,,,,,,,,,
0x0E032C2C,0x0E033670,14,3649,{momo}ちゃん……{np},{momomo}...!{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E032C3C,0x0E033674,51,3650,あたし、みんなのこと、{nl}ぜったいわすれたくないッ！{np},"I don't want to forget
you all! Never, ever!!!{np}",,,"I don't ever want to forget
you all!",,,,,,,,,,,,,,,,,,,,,,
0x0E032C70,0x0E033678,43,3651,大人になっても、{nl}おばあちゃんになっても、{np},"Even when I grow up,
even when I become old,{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E032C9C,0x0E03367C,35,3652,みんなのこと{nl}わすれたくないの！！{np},"I'll never, ever,
forget you!!!{np}",,,I never want to forget you!,,,,,,,,,,,,,,,,,,,,,,
0x0E032CC0,0x0E033680,39,3653,あたしが注意してれば、{nl}{baku}だって……。{np},"If only I had been more
careful, {doggie}...{np}",,,"If only I had been more
careful, {doggie}...{np}",,,,,,,,,,,,,,,,,,,,,,
0x0E032CE8,0x0E033684,49,3654,あたしが、もっと{baku}の{nl}気持ちを考えてあげれば…。{np},"If I had just...
paid more attention...{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E032D1C,0x0E03368C,62,3655,だから…、だから……。{nl}あたし一人だって、{nl}{baku}を助けに行く！！{np},"So... so... it has to be me!
I have to rescue {doggie},
by myself!{np}",,,"So.... so...
I have to rescue {doggie},
by myself!",,,,,,,,,,,,,,,,,,,,,,
0x0E032D5C,0x0E033690,58,3656,あたしのせいで{baku}は{nl}キャベツにつかまっちゃった{nl}んだもの。{np},"It's my fault {doggie} got
trapped by that cabbage.{np}",,,,,,,,,,,,,,,,,,,,,,,,,
